recTime,fltKey,bcnCode,source,AcId,acType,Orig,Dest,OpsType,estOrig,estDest,modeSCode
1664636305.0,36377,2642.0,LAX,SKW6341,E75L,,LAX,A,,LAX,a666cd
1664636390.0,36378,2653.0,MODE_S,VOI912,A320,,LAX,A,,LAX,a65220
1664636482.0,36379,7405.0,LAX,NKS590,A320,,LAX,A,,LAX,a7f3ab
1664636734.0,36380,1200.0,LAX,1200,,CPM,HHR,O,CPM,HHR,a3f7da
1664638399.0,36381,4755.0,LAX,SKW3362,E75L,,,,,,a4cfb7
1664638476.0,36382,7740.0,LAX,SKW946J,E75L,,,,,,
1664638569.0,36383,7740.0,LAX,SKW946J,E75L,,,,,,a154e6
1664638580.0,36384,7373.0,MODE_S,UAL2039,B738,,,,,,a0acff
1664636027.0,36385,3352.0,LAX,SKW3607,E75L,,LAX,A,,LAX,a30246
1664636285.0,36386,7643.0,LAX,UAL514,B752,LAX,,D,LAX,,a754b5
1664636347.0,36387,7720.0,LAX,AAL2,A321,LAX,,D,LAX,,a033ae
1664636450.0,36388,7775.0,LAX,NKS2445,A320,LAX,,D,LAX,,a89ccc
1664636483.0,36389,2423.0,LAX,DAL548,B752,LAX,,D,LAX,,ab2b2c
1664636526.0,36390,2026.0,LAX,DAL678,BCS3,,LAX,A,,LAX,a3271e
1664636658.0,36391,7742.0,LAX,DAL355,B752,LAX,,D,LAX,,a6cc41
1664636721.0,36392,7620.0,LAX,SKW6248,E75L,LAX,,D,LAX,,a64e2a
1664636772.0,36393,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664638676.0,36394,7373.0,LAX,UAL2039,B738,,,,,,a0acff
1664638722.0,36395,7671.0,LAX,SKW161W,E75L,,,,,,a34c2f
1664638874.0,36396,2406.0,LAX,AAL1598,B788,,,,,,ab236a
1664634200.0,36397,7625.0,LAX,SWA3155,B38M,LAX,,D,LAX,,ac1327
1664635961.0,36398,5361.0,LAX,LAN602,B788,,LAX,A,,LAX,e8020f
1664636598.0,36399,5757.0,LAX,AMX649,B738,LAX,,D,LAX,,ab437a
1664636729.0,36400,1453.0,LAX,JBU1201,A321,,LAX,A,,LAX,ada5ee
1664636768.0,36401,5714.0,LAX,SKW3932,E75S,LAX,,D,LAX,,a7fa2d
1664636938.0,36402,1063.0,LAX,SKW103R,E75L,LAX,,D,LAX,,a2a823
1664636994.0,36403,,LAX,B16,,LAX,LAX,I,LAX,LAX,a55063
1664637352.0,36404,5763.0,LAX,N7365X,C82R,,,,,,a9e472
1664638968.0,36405,2406.0,LAX,AAL1598,B788,,,,,,ab236a
1664639067.0,36406,7235.0,MODE_S,UAL1984,B772,,,,,,a1b535
1664639159.0,36407,5752.0,LAX,SKW3427,E75L,,,,,,
1664639164.0,36408,7235.0,LAX,UAL1984,B772,,,,,,a1b535
1664639229.0,36409,7747.0,LAX,ASA1325,A320,,,,,,
1664639292.0,36410,5752.0,LAX,SKW3427,E75L,,,,,,
1664635287.0,36411,1371.0,LAX,AAL2984,A319,,LAX,A,,LAX,aa4ac9
1664635503.0,36412,3205.0,LAX,SKW3747,E75L,,LAX,A,,LAX,a27a94
1664636518.0,36413,5736.0,LAX,AAL2929,A21N,LAX,,D,LAX,,a54aaa
1664636658.0,36414,6645.0,LAX,DAL931,B739,,LAX,A,,LAX,ab8f0d
1664636855.0,36415,2447.0,SMRMODE_S,DAL2532,B739,,LAX,A,,LAX,aba1a0
1664637044.0,36416,3244.0,LAX,UAL752,A320,,LAX,A,,LAX,a5bccd
1664637071.0,36417,1351.0,LAX,DAL324,B763,LAX,,D,LAX,,a14c29
1664637290.0,36418,667.0,SMRADSB,DAL2602,B739,,LAX,A,,LAX,ab879f
1664637321.0,36419,7666.0,LAX,JBU624,A321,LAX,,D,LAX,,ad1cde
1664637379.0,36420,221.0,LAX,N355EX,HELO,HHR,,O,HHR,,a3f7da
1664637461.0,36421,4752.0,LAX,N624DS,DA40,,SMO,O,,SMO,a82575
1664637464.0,36422,202.0,LAX,N317EX,HELO,HHR,,O,HHR,,a3614c
1664637512.0,36423,5775.0,LAX,DAL480,B752,LAX,,D,LAX,,a6c88a
1664637735.0,36424,1057.0,LAX,N218PE,PC12,HHR,,O,HHR,,a1d884
1664639344.0,36425,7747.0,ASR9,ASA1325,A320,,,,,,
1664639381.0,36426,7343.0,LAX,JBU1874,A321,,,,,,ad1560
1664639460.0,36427,7224.0,LAX,PAC423,B77L,,,,,,a98c7a
1664639523.0,36428,1073.0,LAX,SWA1279,B737,,,,,,
1664639567.0,36429,7363.0,MODE_S,DAL953,B739,,,,,,abc573
1664636792.0,36430,3546.0,LAX,SKW3497,E75L,,LAX,A,,LAX,a14d78
1664636901.0,36431,1311.0,LAX,NCA101,B748,LAX,,D,LAX,,846def
1664636926.0,36432,1411.0,LAX,TZP24,B788,,LAX,A,,LAX,86d602
1664637156.0,36433,6607.0,SMRADSB,DAL2261,A319,,LAX,A,,LAX,a37e5a
1664637194.469,36434,33.0,LAX,DAL23B,B738,LAX,LAX,I,LAX,LAX,ac3477
1664637309.0,36435,7337.0,LAX,AAL31,A21N,LAX,,D,LAX,,a53975
1664637340.0,36436,1041.0,LAX,HAL33,A332,LAX,,D,LAX,,a48ae7
1664637449.0,36437,7221.0,LAX,DAL1337,A320,LAX,,D,LAX,,a4350c
1664637489.0,36438,1200.0,LAX,ASA65C,ACFT,LAX,LAX,I,,LAX,a28de3
1664637519.0,36439,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664637610.0,36440,7670.0,LAX,SKW146V,E75L,LAX,,D,LAX,,a2b6ff
1664637630.5,36441,31.0,LAX,UNKN,ACFT,LAX,LAX,I,LAX,LAX,ab477d
1664637677.0,36442,4755.0,LAX,SKW3362,E75L,LAX,,D,LAX,,a4cfb7
1664637692.0,36443,7211.0,LAX,N5273U,C172,,,,,,a6a5c3
1664637763.0,36444,4611.0,LAX,FDY801,C208,,LAX,A,,LAX,ad35ed
1664637817.0,36445,,LAX,O04,,LAX,LAX,I,LAX,LAX,a4f030
1664637854.0,36446,7306.0,LAX,SKW6313,E75L,LAX,,D,LAX,,a68e4c
1664637900.0,36447,4621.0,LAX,N201XQ,M20P,SMO,,O,SMO,,a197d6
1664637907.0,36448,7373.0,LAX,UAL2039,B738,LAX,,D,LAX,,a0acff
1664637965.0,36449,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664639567.0,36450,7224.0,LAX,PAC423,B77L,,,,,,a98c7a
1664639667.0,36451,7363.0,LAX,DAL953,B739,,,,,,abc573
1664639902.0,36452,7346.0,LAX,LXJ595,CL35,,,,,,a7b08d
1664640092.0,36453,1356.0,LAX,UAL1029,B753,,,,,,aab187
1664637452.0,36454,7761.0,LAX,VOI916,A20N,,LAX,A,,LAX,a6bd78
1664637620.0,36455,6032.0,LAX,SKW5408,CRJ7,,LAX,A,,LAX,aa9220
1664637709.0,36456,7642.0,LAX,ASA503,A320,LAX,,D,LAX,,ab7080
1664637820.0,36457,7671.0,LAX,SKW161W,E75L,LAX,,D,LAX,,a34c2f
1664637873.0,36458,6676.0,LAX,ASA257,B738,,LAX,A,,LAX,a6b435
1664637885.0,36459,2406.0,LAX,AAL1598,B788,LAX,,D,LAX,,ab236a
1664637900.0,36460,7235.0,LAX,UAL1984,B772,LAX,,D,LAX,,a1b535
1664637904.0,36461,7776.0,LAX,SWA2212,B737,LAX,,D,LAX,,aab09a
1664638008.0,36462,3320.0,LAX,AAL171,A321,,LAX,A,,LAX,a01880
1664638058.0,36463,7762.0,LAX,ASA208,B738,LAX,,D,LAX,,a78ffa
1664638098.0,36464,2647.0,MODE_S,THT2,B789,,LAX,A,,LAX,3a4dc0
1664638102.0,36465,2426.0,LAX,SWA1706,B38M,LAX,,D,LAX,,abfcda
1664638126.0,36466,5754.0,LAX,UAL1185,B738,LAX,,D,LAX,,a3a0cf
1664638248.0,36467,3353.0,LAX,AAL497,A21N,,LAX,A,,LAX,a4c2f8
1664638260.0,36468,7354.0,LAX,SWA378,B38M,LAX,,D,LAX,,ac138c
1664638404.0,36469,3652.0,LAX,DAL2400,A321,,LAX,A,,LAX,a3b796
1664638598.0,36470,4630.0,LAX,N9531D,C172,,,,,,ad424b
1664638600.0,36471,4631.0,LAX,LXJ540,CL30,LAX,,D,LAX,,a6d87f
1664640194.0,36472,1356.0,LAX,UAL1029,B753,,,,,,aab187
1664640230.0,36473,7621.0,LAX,DAL1163,A321,,,,,,a017a8
1664640409.0,36474,5703.0,LAX,ASA579,B39M,,,,,,
1664640439.0,36475,1056.0,LAX,SWA1936,B738,,,,,,abe00f
1664640537.0,36476,5703.0,LAX,ASA579,B39M,,,,,,
1664640561.0,36477,7307.0,LAX,SWA2782,B737,,,,,,
1664640596.0,36478,6333.0,LAX,6333,,,,,,,
1664640674.0,36479,1044.0,MODE_S,UAL1471,B789,,,,,,a09fc4
1664637729.0,36480,2000.0,LAX,QFA152,B789,LAX,LAX,I,LAX,LAX,7c806a
1664637964.0,36481,7343.0,LAX,JBU1874,A321,LAX,,D,LAX,,ad1560
1664638207.0,36482,7224.0,LAX,PAC423,B77L,LAX,,D,LAX,,a98c7a
1664638316.0,36483,6540.0,SMR,SWA149,B738,,LAX,A,,LAX,abd559
1664638436.0,36484,7614.0,LAX,SKW6314,E75L,LAX,,D,LAX,,a66316
1664638467.0,36485,1054.0,LAX,DAL772,BCS3,LAX,,D,LAX,,a339b1
1664638483.0,36486,4601.0,LAX,UAL1718,A320,,LAX,A,,LAX,a5c694
1664638609.0,36487,7426.0,LAX,DAL1425,B739,,LAX,A,,LAX,acc23f
1664638752.0,36488,7363.0,LAX,DAL953,B739,LAX,,D,LAX,,abc573
1664638806.0,36489,2621.0,LAX,DAL1641,B739,,LAX,A,,LAX,ab23b5
1664640770.0,36490,1044.0,LAX,UAL1471,B789,,,,,,a09fc4
1664640789.0,36491,4717.0,MODE_S,JBU880,A320,,,,,,a898a9
1664640889.0,36492,4717.0,LAX,JBU880,A320,,,,,,a898a9
1664640916.0,36493,4717.0,ASR9,JBU880,A320,,,,,,
1664638319.0,36494,7770.0,LAX,ASA440,B738,LAX,,D,LAX,,a72e69
1664638590.0,36495,7631.0,LAX,UAL2489,B739,LAX,,D,LAX,,a8fc73
1664638681.0,36496,7212.0,LAX,SKW900X,E75L,LAX,,D,LAX,,a149c1
1664638701.0,36497,6354.0,LAX,SKW6310,E75L,,LAX,A,,LAX,a675a9
1664638723.0,36498,1374.0,LAX,AAL314,A21N,LAX,,D,LAX,,a56c19
1664638928.0,36499,2533.0,LAX,SWA1987,B737,,LAX,A,,LAX,aaaddc
1664638987.0,36500,4621.0,LAX,N201XQ,M20P,,,,,,a197d6
1664639013.0,36501,2434.0,LAX,SWA197,B738,LAX,,D,LAX,,abbd47
1664639263.0,36502,4701.0,ADSB,N850SX,H25B,,LAX,A,,LAX,aba8fe
1664641146.0,36503,4725.0,MODE_S,SWA839,B737,,,,,,a2c635
1664641163.0,36504,6314.0,LAX,SKW3384,E75L,,,,,,
1664641258.0,36505,4725.0,LAX,SWA839,B737,,,,,,a2c635
1664641307.0,36506,4725.0,LAX,SWA839,B737,,,,,,
1664637546.0,36507,1002.0,SMRADSB,ACA570,B38M,,LAX,A,,LAX,c0501e
1664637600.0,36508,7675.0,LAX,UAL1428,A320,LAX,,D,LAX,,a60814
1664638422.0,36509,1070.0,LAX,SKW5310,CRJ2,LAX,,D,LAX,,ada6b9
1664638860.0,36510,7630.0,LAX,SKW5537,CRJ2,LAX,,D,LAX,,adacc9
1664638910.0,36511,1356.0,LAX,UAL1029,B753,LAX,,D,LAX,,aab187
1664639018.0,36512,7255.0,LAX,NKS504,A20N,LAX,,D,LAX,,acd961
1664639086.0,36513,7355.0,LAX,UAL2609,B39M,LAX,,D,LAX,,a448d1
1664639095.0,36514,4160.0,SMRMODE_SADSB,SKW6244,E75L,,LAX,A,,LAX,a66a84
1664639123.0,36515,1365.0,LAX,CPA091,B748,LAX,,D,LAX,,780233
1664639403.0,36516,4767.0,LAX,SWA999,B737,,LAX,A,,LAX,a542d7
1664639469.0,36517,1075.0,SMR,JBU123,A321,,LAX,A,,LAX,acca19
1664641439.0,36518,3726.0,LAX,SKW3453,E75L,,,,,,
1664641499.0,36519,7664.0,MODE_S,SKW5818,E75L,,,,,,a7dbaa
1664641531.0,36520,1744.0,LAX,SKW910K,E75L,,,,,,
1664641571.0,36521,7664.0,LAX,SKW5818,E75L,,,,,,a7dbaa
1664641644.0,36522,1744.0,LAX,SKW910K,E75L,,,,,,
1664638308.0,36523,5737.0,LAX,DAL1721,A319,LAX,,D,LAX,,a403b3
1664638406.0,36524,1304.0,LAX,SWA3110,B738,LAX,,D,LAX,,abd17b
1664638999.0,36525,2764.0,SMRMODE_S,AAL2869,A319,,LAX,A,,LAX,aaed17
1664639079.0,36526,7242.0,LAX,SKW3375,E75L,,LAX,A,,LAX,a4bd24
1664639091.0,36527,7310.0,LAX,ACA553,B38M,LAX,,D,LAX,,c05054
1664639095.0,36528,1013.0,LAX,DAL1041,A320,LAX,,D,LAX,,a39ac7
1664639161.0,36529,7621.0,LAX,DAL1163,A321,LAX,,D,LAX,,a017a8
1664639187.0,36530,2304.0,LAX,AAL2853,A21N,,LAX,A,,LAX,a4dd65
1664639244.0,36531,7376.0,LAX,SKW6281,E75L,LAX,,D,LAX,,a64305
1664639306.0,36532,3526.0,SMRADSB,SKW3483,E75L,,LAX,A,,LAX,a183d3
1664639365.0,36533,4672.0,LAX,AAL2690,A321,,LAX,A,,LAX,a704f9
1664639383.0,36534,7274.0,LAX,AAL1799,A21N,LAX,,D,LAX,,a53d2c
1664639385.0,36535,7240.0,LAX,SKW6300,E75L,LAX,,D,LAX,,a666cd
1664639393.0,36536,1056.0,LAX,SWA1936,B738,LAX,,D,LAX,,abe00f
1664639438.0,36537,65.0,LAX,AS65A,ACFT,LAX,LAX,I,LAX,LAX,ad8ed4
1664639543.0,36538,1044.0,LAX,UAL1471,B789,LAX,,D,LAX,,a09fc4
1664639588.0,36539,1016.0,SMR,CKS246,B77L,,LAX,A,,LAX,aa7f8d
1664639632.0,36540,7431.0,LAX,SWA1054,B737,,LAX,A,,LAX,a717b6
1664639742.0,36541,5675.0,LAX,DAL359,B739,,LAX,A,,LAX,ab52a2
1664639743.0,36542,1206.0,LAX,1206,,,,,,,ad395a
1664639819.0,36543,2443.0,LAX,AAL1880,A320,LAX,,D,LAX,,a8c6e1
1664639848.0,36544,3772.0,MODE_SADSB,SKW6257,E75L,,LAX,A,,LAX,a67d17
1664639896.0,36545,7755.0,LAX,AAL2459,A321,LAX,,D,LAX,,a0628f
1664639927.0,36546,632.0,LAX,UAL1093,B753,,LAX,A,,LAX,a76f67
1664640184.0,36547,4621.0,LAX,N201XQ,M20P,,SMO,O,,SMO,a197d6
1664640200.0,36548,7331.0,SMRADSB,SKW3617,E75L,,LAX,A,,LAX,a28f80
1664640411.0,36549,7362.0,LAX,N787LE,S22T,SMO,,O,SMO,,aaab86
1664641705.0,36550,7353.0,LAX,N871CB,C25A,,,,,,
1664641732.0,36551,7372.0,LAX,N747CP,LJ35,,,,,,
1664641821.0,36552,,MODE_S,UNKN,,,,,,,abfa41
1664641862.0,36553,7353.0,ASR9,N871CB,C25A,,,,,,
1664641872.0,36554,7251.0,LAX,SKW5460,CRJ7,,,,,,aaafd8
1664641988.0,36555,7251.0,LAX,SKW5460,CRJ7,,,,,,aaafd8
1664642326.0,36556,7373.0,LAX,UAL2039,B738,,,,,,a0acff
1664638555.0,36557,4717.0,LAX,JBU880,A320,LAX,,D,LAX,,a898a9
1664639770.0,36558,4725.0,LAX,SWA839,B737,LAX,,D,LAX,,a2c635
1664639845.0,36559,1341.0,LAX,HAL63,A21N,LAX,,D,LAX,,a20930
1664639865.75,36560,2000.0,SMR,QTR407,ACFT,LAX,LAX,I,LAX,LAX,06a12e
1664639896.0,36561,7623.0,LAX,WJA1513,B737,LAX,,D,LAX,,c080a4
1664640256.0,36562,4740.0,LAX,WSN26,PC12,HHR,LAX,A,HHR,LAX,abb40e
1664640363.0,36563,1646.0,LAX,JBU1373,A321,,LAX,A,,LAX,addadb
1664640467.0,36564,6712.0,LAX,AAL271,A21N,LAX,,D,LAX,,a50e3f
1664640622.0,36565,7716.0,LAX,N894DS,DA40,SMO,,O,SMO,,ac548c
1664640680.0,36566,5643.0,LAX,NKS1072,A320,,LAX,A,,LAX,a8955e
1664640712.0,36567,,LAX,O03,,LAX,LAX,I,LAX,LAX,a54cac
1664642267.0,36568,1751.0,ASR9,SKW3429,E75L,,,,,,
1664639514.0,36569,4177.0,ADSB,SKW5605,CRJ2,,LAX,A,,LAX,acd135
1664639524.0,36570,1064.0,LAX,SKW3309,E75L,LAX,,D,LAX,,a4e0ec
1664639997.0,36571,1344.0,LAX,UAL1295,B738,LAX,,D,LAX,,aa7e7c
1664640030.0,36572,1476.0,LAX,AAL1295,A21N,,LAX,A,,LAX,a4fbac
1664640101.0,36573,5704.0,LAX,UAL270,B738,,LAX,A,,LAX,aa7e79
1664640109.0,36574,1022.0,LAX,SKW6294,E75L,LAX,,D,LAX,,a671f2
1664640157.0,36575,1736.0,LAX,UAL251,B738,,LAX,A,,LAX,aa73b9
1664640428.0,36576,6641.0,LAX,UAL1127,B738,,LAX,A,,LAX,a1239d
1664640446.0,36577,1370.0,LAX,JBU1463,A320,LAX,,D,LAX,,aa600a
1664640501.0,36578,4665.0,LAX,N624DS,DA40,SMO,,O,SMO,,a82575
1664640519.0,36579,6504.0,LAX,AAL669,A321,,LAX,A,,LAX,ad8935
1664640556.0,36580,7664.0,LAX,SKW5818,E75L,LAX,,D,LAX,,a7dbaa
1664640574.0,36581,6361.0,LAX,SKW4172,E75L,,LAX,A,,LAX,a2e235
1664640638.0,36582,6701.0,LAX,UAL417,B39M,LAX,,D,LAX,,a4493e
1664640719.0,36583,3225.0,SMRADSB,NKS1349,A320,,LAX,A,,LAX,a887e0
1664640890.0,36584,1413.0,LAX,KAL017,B77W,,LAX,A,,LAX,71c008
1664640940.0,36585,5762.0,LAX,SWA3151,B738,LAX,,D,LAX,,abb1c2
1664640941.0,36586,7217.0,LAX,UAL1276,B739,LAX,,D,LAX,,a94ae5
1664640980.0,36587,6733.0,LAX,SKW4081,E75L,LAX,,D,LAX,,a30246
1664641041.0,36588,2020.0,LAX,DAL2572,B739,LAX,,D,LAX,,ab9de9
1664641227.0,36589,7251.0,LAX,SKW5460,CRJ7,LAX,,D,LAX,,aaafd8
1664643482.0,36590,7363.0,LAX,DAL953,B739,,,,,,abc573
1664640264.0,36591,5767.0,SMRMODE_SADSB,UAL2105,B39M,,LAX,A,,LAX,a2bb83
1664640690.0,36592,,LAX,NKS405C,ACFT,LAX,LAX,I,LAX,LAX,
1664640810.0,36593,2077.0,LAX,UAL1158,B772,LAX,,D,LAX,,aa64ba
1664640912.0,36594,4705.0,LAX,FDY802,C208,LAX,,D,LAX,,ad35ed
1664641008.0,36595,2030.0,LAX,AAL2801,A321,LAX,,D,LAX,,a101c3
1664641040.0,36596,1414.0,MODE_S,PAL112,B77W,,LAX,A,,LAX,7584fa
1664641218.0,36597,5733.0,MODE_SADSB,AAL1235,A21N,LAX,,D,LAX,,a4d42d
1664641219.0,36598,6026.0,LAX,DAL1615,B739,,LAX,A,,LAX,ab38a1
1664641271.0,36599,3657.0,MODE_SADSB,SKW6242,E75L,,LAX,A,,LAX,a646bc
1664641458.0,36600,6211.0,MODE_S,SKW6246,E75L,,LAX,A,,LAX,a68a95
1664641524.0,36601,2052.0,LAX,SKW120C,E75L,LAX,,D,LAX,,a27a94
1664641590.0,36602,1336.0,MODE_S,JBU67,A320,,LAX,A,,LAX,a8712a
1664641686.0,36603,2420.0,SMRMODE_SADSB,UAL1068,B753,,LAX,A,,LAX,aa3ae2
1664641867.0,36604,1415.0,LAX,QTR8900,B77L,,,,,,06a2de
1664641880.0,36605,6756.0,LAX,DAL708,BCS3,LAX,,D,LAX,,a3271e
1664641957.0,36606,7261.0,LAX,UAL2373,B739,LAX,,D,LAX,,a837a6
1664643928.0,36607,2005.0,ASR9,DAL1010,B739,,,,,,ab8f0d
1664643972.0,36608,,ASR9,UNKN,,,,,,,
1664644001.0,36609,2005.0,LAX,DAL1010,B739,,,,,,ab8f0d
1664644166.0,36610,,LAX,UNKN,,,,,,,
1664644145.0,36611,5703.0,LAX,ASA579,B39M,,,,,,
1664641358.0,36612,4165.0,SMRADSB,AAL1393,A21N,,LAX,A,,LAX,a52e50
1664641508.0,36613,7360.0,LAX,VOI925,A320,LAX,,D,LAX,,a65220
1664641779.0,36614,1417.0,LAX,AAR202,A388,,LAX,A,,LAX,71be41
1664641848.0,36615,1542.0,LAX,AAL1,A321,,LAX,A,,LAX,a03fff
1664641976.0,36616,1704.0,MODE_SADSB,DAL1379,B763,,LAX,A,,LAX,a1373d
1664642248.469,36617,6371.0,LAX,UAL2617,B739,LAX,LAX,I,LAX,LAX,a4453e
1664642249.875,36618,1323.0,LAX,FIN3,A359,LAX,LAX,I,LAX,,461f56
1664642428.0,36619,6754.0,LAX,N465DS,DA40,,,,,,a5ac8a
1664642745.0,36621,4747.0,LAX,N1997H,P28R,,,,,,a18cef
1664643963.0,36622,2005.0,ASR9,DAL1010,B739,,,,,,ab8f0d
1664643956.0,36623,1065.0,LAX,N248BT,F900,,,,,,
1664644283.0,36624,1056.0,LAX,SWA1936,B738,,,,,,abe00f
1664644242.0,36625,7743.0,ASR9,QQE722,GLF6,,,,,,06a1cc
1664644006.0,36626,2005.0,ASR9,DAL1010,B739,,,,,,ab8f0d
1664644413.0,36627,7307.0,LAX,SWA2782,B737,,,,,,
1664644392.0,36628,6767.0,ASR9,JBU324,A321,,,,,,ad6bdc
1664644425.0,36629,1044.0,LAX,UAL1471,B789,,,,,,a09fc4
1664644526.0,36630,6767.0,LAX,JBU324,A321,,,,,,ad6bdc
1664644633.0,36631,4717.0,LAX,JBU880,A320,,,,,,
1664641467.0,36632,6742.0,MODE_SADSB,SWA149,B738,LAX,,D,LAX,,abd559
1664642262.0,36633,1023.0,LAX,AMX646,B38M,,LAX,A,,LAX,0d0acd
1664642262.0,36634,1352.0,LAX,LXJ596,CL35,LAX,,D,LAX,,a7b444
1664642420.0,36635,6707.0,SMRMODE_SADSB,AAL342,A321,LAX,LAX,I,LAX,,a09188
1664642550.0,36636,4735.0,SMR,NKS1719,A321,,LAX,A,,LAX,a8b926
1664642625.0,36637,1415.0,LAX,QTR8900,B77L,,LAX,A,,LAX,06a2de
1664642761.0,36638,4750.0,LAX,N400KP,BE40,LAX,,D,LAX,,a4ad90
1664642766.0,36639,3624.0,SMRADSB,JBU986,A321,,LAX,A,,LAX,adc5ff
1664642874.0,36640,4675.0,LAX,XLJ909,LJ40,,LAX,A,,LAX,ac91c2
1664643036.5,36641,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664644782.0,36643,6752.0,LAX,DAL2861,A321,,,,,,a3f401
1664644851.0,36644,1327.0,LAX,ACA573,B38M,,,,,,c0501e
1664644855.0,36645,6752.0,LAX,DAL2861,A321,,,,,,a3f401
1664644978.0,36646,7661.0,MODE_S,AAL238,A321,,,,,,a01880
1664642329.0,36647,3631.0,LAX,DAL8871,B752,,LAX,A,,LAX,a90af1
1664642425.0,36648,3634.0,SMRMODE_SADSB,N555GA,GLF6,,LAX,A,,LAX,a71295
1664642506.0,36649,3643.0,MODE_SADSB,N15VX,FA50,,LAX,A,,LAX,a0c9c7
1664642745.0,36650,,ADSB,O04,,LAX,LAX,I,LAX,LAX,a4f030
1664643059.0,36651,7443.0,SMR,DAL2601,B753,,LAX,A,,LAX,a7912a
1664643114.0,36652,2005.0,LAX,DAL1010,B739,LAX,,D,LAX,,ab8f0d
1664643162.0,36653,6747.0,LAX,ANA8407,B77L,LAX,,D,LAX,,868db5
1664643474.5,36654,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664643482.0,36655,4714.0,LAX,N208CV,C208,LAX,,D,LAX,,a1b001
1664643483.0,36656,7622.0,ADSB,SWA1987,B737,LAX,,D,LAX,,a542d7
1664643498.0,36657,7767.0,LAX,SWA1054,B737,LAX,,D,LAX,,a717b6
1664643650.0,36658,3655.0,MODE_SADSB,EJA612,C68A,,LAX,A,,LAX,a7f79b
1664644965.0,36659,1327.0,LAX,ACA573,B38M,,,,,,c0501e
1664645053.0,36660,5705.0,LAX,RGY710,BE40,,,,,,
1664645062.0,36661,7661.0,LAX,AAL238,A321,,,,,,a01880
1664645160.0,36662,5705.0,LAX,RGY710,BE40,,,,,,a97d85
1664645184.0,36663,5705.0,LAX,RGY710,BE40,,,,,,
1664645352.0,36664,5706.0,LAX,5706,,,,,,,
1664642974.0,36665,2603.0,LAX,SKW3781,E75L,,LAX,A,,LAX,a2f721
1664643198.0,36666,2047.0,LAX,AAL1871,A321,LAX,,D,LAX,,a15516
1664643482.0,36667,6767.0,SMRMODE_SADSB,JBU324,A321,LAX,,D,LAX,,ad6bdc
1664643483.0,36668,1326.0,ADSB,WSN26,PC12,LAX,,D,LAX,,abb40e
1664643516.0,36669,7743.0,MODE_SADSB,QQE722,GLF6,LAX,,D,LAX,,06a1cc
1664645653.0,36670,7242.0,LAX,CGSUN,GLEX,,,,,,
1664645696.0,36671,1312.0,LAX,SKW6256,E75L,,,,,,a66a84
1664645774.0,36672,7242.0,LAX,CGSUN,GLEX,,,,,,
1664645801.0,36673,2401.0,LAX,AAL2110,A321,,,,,,a014c9
1664645897.0,36674,5774.0,LAX,JTZ316,E50P,,,,,,
1664645909.0,36675,2401.0,LAX,AAL2110,A321,,,,,,a014c9
1664643132.0,36676,1645.0,MODE_S,AAL880,A321,,LAX,A,,LAX,ac892e
1664643482.0,36677,7771.0,SMRMODE_SADSB,AAL1719,A319,LAX,,D,LAX,,aaed17
1664643648.0,36678,7610.0,LAX,HAL3,A332,LAX,,D,LAX,,a45fb1
1664643883.0,36679,6267.0,MODE_S,JBU701,A321,,LAX,A,,LAX,adabfe
1664643943.0,36680,3626.0,SMR,SWA1431,B738,,LAX,A,,LAX,ab635d
1664644102.0,36681,5734.0,ADSB,DAL1857,B738,LAX,,D,LAX,,a44988
1664645943.0,36682,2401.0,ASR9,AAL2110,A321,,,,,,a014c9
1664641513.0,36683,3236.0,LAX,SKW3318,E75L,,LAX,A,,LAX,a13c43
1664643483.0,36684,2410.0,SMR,VOI915,A20N,LAX,,D,LAX,,a6bd78
1664643736.0,36685,1327.0,LAX,ACA573,B38M,LAX,,D,LAX,,c0501e
1664643798.0,36686,6752.0,LAX,DAL2861,A321,LAX,,D,LAX,,a3f401
1664643818.0,36687,6746.0,LAX,SKW5696,E75L,LAX,,D,LAX,,a7f096
1664643827.0,36688,6651.0,LAX,SKW6245,E75L,,LAX,A,,LAX,a6594f
1664643845.0,36689,2416.0,LAX,SKW938P,E75L,LAX,,D,LAX,,a14d78
1664644065.0,36690,3540.0,LAX,DAL947,B739,,LAX,A,,LAX,abb68c
1664644077.0,36691,1200.0,LAX,UNKN,,LAX,LAX,I,LAX,LAX,a6f96c
1664644092.0,36692,7661.0,LAX,AAL238,A321,LAX,,D,LAX,,a01880
1664644035.0,36693,5770.0,LAX,DAL321,A321,LAX,,D,LAX,,a3b796
1664644106.0,36694,6061.0,MODE_SADSB,DAL1006,B738,,LAX,A,,LAX,a4794e
1664644180.0,36695,7613.0,LAX,SKW913T,E75L,LAX,,D,LAX,,a4bd24
1664644341.0,36696,7726.0,LAX,N23676,C182,HHR,,O,HHR,,a22236
1664644343.0,36697,6762.0,LAX,UAL319,A320,LAX,,D,LAX,,a5c694
1664644387.0,36698,2651.0,LAX,SWA838,B737,,LAX,A,,LAX,a73f35
1664644399.0,36699,6057.0,LAX,SKW3326,E75L,,LAX,A,,LAX,a1589d
